,ID in Cut,Num,Name,RA,Dec,Mv,MJD,FrameIDs,X,Y,Flux,Flux Error,COM Flux,COM Flux Error,COM X,COM Y
0,29419,5254,Ulysses,353.2831760806286,-35.443991226429134,16.3,59110.47403049328,3110.0,373,28,27.843197968827425,0.1263892059507749,90.32764479506103,0.380221655704884,373.5465499348807,26.81580157202182
1,35639,5254,Ulysses,355.095716068554,-34.91169933238711,16.3,59098.02980380282,1475.0,143,13,45.1662859915095,0.6952823801443412,89.41312493834232,2.3990748983278483,142.9115206820967,11.951060594378042
2,28852,5254,Ulysses,353.86152452728584,-35.31980732933949,16.2,59106.43246682629,2532.0,459,16,42.42787767559413,0.1731544315533849,89.21544530984539,0.3370811870121116,460.04513180428165,15.157532852647304
3,29422,5254,Ulysses,353.2793346598175,-35.44473378291269,16.3,59110.50180749759,3114.0,372,28,26.035417155337854,0.1290899743942573,89.08776439658321,0.364332320010531,373.2761262550261,26.809516041098068
4,18455,5254,Ulysses,354.7548000760649,-35.06056852940004,16.2,59100.64034470906,1838.0,436,9,10.621003444775182,0.7030765821038409,88.26471781029315,11.766021190981895,436.9881237923344,7.492016727039548
5,29421,5254,Ulysses,353.2802950150044,-35.44454814379487,16.3,59110.49486324663,3113.0,372,28,25.571172552834568,0.13128443216419,87.71028387656327,0.3640928525612943,373.27875671355343,26.822083554569065
6,28850,5254,Ulysses,353.8645981550222,-35.3190798922454,16.2,59106.41163396864,2529.0,459,15,25.64679058041613,0.0859033570599684,87.6595600775976,0.5586570970743878,459.5818098046247,14.056568137998942
7,28851,5254,Ulysses,353.86254906986494,-35.31956485030804,16.2,59106.425522540405,2531.0,459,16,37.15850988750126,0.148864957217496,87.26527198480154,0.325278959406826,460.1232403932296,15.158297739494728
8,18355,5254,Ulysses,354.8512281416615,-35.017540984168846,16.2,59099.9111831558,1738.0,420,7,26.00860575161559,1.72348045978273,86.57482974558258,2.27481066785735,420.87546298757405,5.987990624080005
9,29418,5254,Ulysses,353.2850967910658,-35.44361994818123,16.3,59110.460141990894,3108.0,373,28,18.825712080128493,0.0888401018669799,85.81243444599814,0.3598609173946461,373.6221843637718,26.79081762072189
10,18277,5254,Ulysses,354.92849508623954,-34.98365075271171,16.3,59099.313965969406,1660.0,407,6,23.99608087016784,1.1707021726958482,85.38288859763756,0.6779833082940435,408.24919784094095,4.89694301849451
11,18448,5254,Ulysses,354.7613301306548,-35.05764558730561,16.2,59100.59173388085,1831.0,435,9,5.267303117435372,0.2434787267188964,85.09856293008191,7.760013561103458,436.1049291184407,7.329052801000741
12,28721,5254,Ulysses,354.01140072836176,-35.28332770018388,16.2,59105.425544626974,2387.0,482,13,70.63927794095312,11.814870476202438,83.70842440892925,14.11118720049096,482.6489421393839,12.840194035243591
13,34978,5254,Ulysses,355.7237372879777,-34.63302226568437,16.3,59093.32149688697,801.0,247,21,62.867989745218665,8.601669736828152,83.26273406527766,14.79647330903615,247.2971402687588,20.054884994550893
14,28853,5254,Ulysses,353.8594754421286,-35.32029228740213,16.2,59106.44635539806,2534.0,459,16,49.458833286250936,0.1914746527424382,82.94273822146293,0.307767207551441,459.859196334052,15.151675483912593
15,34558,5254,Ulysses,356.1221787117657,-34.44179708450692,16.3,59090.39788736355,381.0,314,28,73.1201389237855,8.280728659293738,82.88070370839941,10.783529034615814,314.5112704233377,27.644816475806856
16,29420,5254,Ulysses,353.2822157253773,-35.444176865559406,16.3,59110.48097474471,3111.0,372,28,14.36835886019091,0.07177235440073,82.80346776316703,0.3483882831414627,373.32201477542014,26.79854956557016
